movie_id,title,overview
10897,The Little Rascals,"When nine-year-old Alfalfa falls for Darla, his ""He-Man-Woman-Hating"" friends attempt to sabotage their relationship."
10681,WALL·E,"After hundreds of years doing what he was built for, WALL•E— a robot designed to clean up the earth—discovers a new purpose in life when he meets a sleek search robot named EVE. EVE comes to realize that WALL•E has inadvertently stumbled upon the key to the planet's future, and races back to space to report to the humans. Meanwhile, WALL•E chases EVE across the galaxy and sets into motion one of the most imaginative adventures ever brought to the big screen."
402431,Wicked,"In the land of Oz, ostracized and misunderstood green-skinned Elphaba is forced to share a room with the popular aristocrat Glinda at Shiz University, and the two's unlikely friendship is tested as they begin to fulfill their respective destinies as Glinda the Good and the Wicked Witch of the West."
1241982,Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced."
11230,Drunken Master,"After getting into trouble, a mischievous young man is sent to train under a brutal, but slovenly old beggar, who teaches him the secret of the Drunken Fist."
943,Lethal Weapon 3,Riggs and Murtaugh pursue a former officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.
363633,Resurrectus Est,"Resurrectus Est is a hand painted film which suggests, from the first, a spread of fragments of plants and flowers, individual petals and bits of twig with multiple colors, with much green ""leafiness"". This gives way to solid yellows and browns of, or suggesting, dried grass and earth (the decay, as it were, of the above mentioned fragments); but then again, and so spaced with clear light whites as to appear airy, wind-blown, somesuch, miniscule fragments of plant life, gradually enlarging to fill-the-frame. Amidst the many floral and earthen tones, there is a particular ethereal pale, almost phosphorescent, blue which so dominates the scenes of its appearance as to cause the darker earthen yellows to lighten into a mixture with the blue that suggest abstract Easter: these tones finally take over to such an extent that the flower-fragments can no longer be seen clearly as such."
244786,Whiplash,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity."
1072699,Inside Furioza,"In the wake of murder, new Furioza leader Golden claims the reins of his violent and formidable hooligan gang and takes on a new focus across borders."
163,Ocean's Twelve,"Despite pulling off one of the biggest heists in Las Vegas history and splitting the $160 million take, each of the infamous Ocean's crew have tried to go straight, lay low and live a legit life... but that's proven to be a challenge. Casino owner Terry Benedict demands that Danny Ocean return the money, plus millions more in interest. Unable to come up the cash, the crew is forced to come together to pull off another series of heists, this time in Rome, Paris, and Amsterdam – but a Europol agent is hot on their heels."
1633264,Louis Theroux: Inside the Manosphere,"With rare access and no holds barred, the acclaimed documentarian investigates a growing ultra-masculine network and its controversial influencers."
9732,The Lion King II: Simba's Pride,"The circle of life continues for Simba, now fully grown and in his rightful place as the king of Pride Rock. Simba and Nala have given birth to a daughter, Kiara who's as rebellious as her father was. But Kiara drives her parents to distraction when she catches the eye of Kovu, the son of the evil lioness, Zira. Will Kovu steal Kiara's heart?"
163,Ocean's Twelve,"Despite pulling off one of the biggest heists in Las Vegas history and splitting the $160 million take, each of the infamous Ocean's crew have tried to go straight, lay low and live a legit life... but that's proven to be a challenge. Casino owner Terry Benedict demands that Danny Ocean return the money, plus millions more in interest. Unable to come up the cash, the crew is forced to come together to pull off another series of heists, this time in Rome, Paris, and Amsterdam – but a Europol agent is hot on their heels."
433252,Our Souls at Night,"Addie Moore and Louis Waters, a widow and widower, have lived next to each other for years. The pair have almost no relationship, but that all changes when Addie tries to make a connection with her neighbour."
1357633,Solo Leveling -ReAwakening-,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate. A catch-up recap of the first season coupled with an exclusive sneak peek of the first two episodes of the highly anticipated second season in one momentous theatrical fan experience."
1278101,Big World,"Liu Chunhe, suffering from cerebral palsy, bravely breaks through the shackles of body and mind to realize the dream stage for his grandmother, while trying to find the coordinates of his own life. After experiencing a summer transformation, he finally embarked on a new journey."
604079,The Long Walk,"In a dystopian 1970s America, fifty teenage boys take part in a deadly annual walking contest, forced to maintain a minimum pace or be executed, until only one survivor remains."
943,Lethal Weapon 3,Riggs and Murtaugh pursue a former officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.
1726,Iron Man,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil."
11230,Drunken Master,"After getting into trouble, a mischievous young man is sent to train under a brutal, but slovenly old beggar, who teaches him the secret of the Drunken Fist."
745,The Sixth Sense,"Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret."
1022787,Elio,"Elio, a space fanatic with an active imagination, finds himself on a cosmic misadventure where he must form new bonds with eccentric alien lifeforms, navigate a crisis of intergalactic proportions and somehow discover who he is truly meant to be."
1038392,The Conjuring: Last Rites,Paranormal investigators Ed and Lorraine Warren take on one last terrifying case involving mysterious entities they must confront.
673,Harry Potter and the Prisoner of Azkaban,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all."
295848,Young Eagles,"Lieut. Robert Banks, an American aviator on leave in Paris, meets Mary Gordon, a young American who lives abroad, but their romance is cut short by his return to the front. In an air battle, Robert brings down and captures the Grey Eagle, Baden, and takes him to American Intelligence in Paris. Mary, ostensibly a spy for the Germans, drugs Robert, who awakens to find that his uniform has been stolen by Baden. Later, in an exciting air conflict, Baden is wounded but shoots down Robert's plane. The German rescues him, however, and takes him to an Allied hospital, assuring him of Mary's love; his faith in her is restored when he learns that she is actually a spy for U. S. Intelligence."
218,The Terminator,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?"
1119878,Ice Road: Vengeance,"Big rig ice road driver Mike McCann travels to Nepal to scatter his late brother’s ashes on Mt. Everest. While on a packed tour bus traversing the deadly 12,000 ft. terrain of the infamous Road to the Sky, McCann and his mountain guide encounter a group of mercenaries and must fight to save themselves, the busload of innocent travelers, and the local villagers’ homeland."
11,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.
150540,Inside Out,"When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home."
98,Gladiator,"After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences."
122917,The Hobbit: The Battle of the Five Armies,"Following Smaug's attack on Laketown, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands."
934433,Scream VI,"Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter."
25319,The Masque of the Red Death,"A European prince terrorizes the local peasantry while using his castle as a refuge against the ""Red Death"" plague that stalks the land."
70006,Never Back Down 2: The Beatdown,Four fighters from different backgrounds come together to train under an ex MMA rising star and then ultimately have to fight each other and the traitor in their midst.
30112,Lost in Beijing,"A look at modern-day life in China's capital centered on a ménage-a-quatre involving a young woman, her boss, her husband and her boss's wife."
324857,Spider-Man: Into the Spider-Verse,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension."
672,Harry Potter and the Chamber of Secrets,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione's magical abilities and courage."
210577,Gone Girl,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent."
315635,Spider-Man: Homecoming,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges."
1249423,Black Dog,"On the edge of the Gobi desert in Northwest China, Lang returns to his hometown after being released from jail. While working for the local dog patrol team to clear the town of stray dogs before the Olympic Games, he strikes up an unlikely connection with a black dog. These two lonely souls embark on a journey together."
106646,The Wolf of Wall Street,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography."
1262547,Subedaar,"Haunted by loss and drifting away from his daughter, a retired Subedaar Arjun Maurya’s newly found civilian life is jolted by one reckless act. As old wounds reopen, he must summon the warrior within to face a new kind of war - one that hits too close to his heart."
350,The Devil Wears Prada,"A young woman from the Midwest gets more than she bargained for when she moves to New York to become a writer and ends up as the assistant to the tyrannical, larger-than-life editor-in-chief of a major fashion magazine."
11020,Picnic at Hanging Rock,"In the early 1900s, Miranda attends a girls boarding school in Australia. One Valentine's Day, the school's typically strict headmistress treats the girls to a picnic field trip to an unusual but scenic volcanic formation called Hanging Rock. Despite rules against it, Miranda and several other girls venture off. It's not until the end of the day that the faculty realizes the girls and one of the teachers have disappeared mysteriously."
396535,Train to Busan,"When a zombie virus pushes Korea into a state of emergency, those trapped on an express train to Busan must fight for their own survival."
74465,We Bought a Zoo,"Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo – welcome news for his daughter, but his son is not happy about it. The zoo is in need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble."
1461181,Hierarchy,"In an undisclosed area of Texas after two adoptive brothers become entangled in criminal activity, forced to evade law enforcement and the greedy Russian mafia."
674,Harry Potter and the Goblet of Fire,"When his name emerges from the Goblet of Fire, Harry Potter becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons, and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named."
55238,Edge of Darkness,"The film pivots around the local Norwegian doctor and his family. The doctor's wife (Ruth Gordon) wants to hold on to the pretence of gracious living and ignore their German occupiers. The doctor, Martin Stensgard (Walter Huston), would also prefer to stay neutral, but is torn. His brother-in-law, the wealthy owner of the local fish cannery, collaborates with the Nazis. The doctor's daughter, Karen (Ann Sheridan), is involved with the resistance and with its leader Gunnar Brogge (Errol Flynn). The doctor's son has just returned to town, having been sent down from the university, and is soon influenced by his Nazi-sympathizer uncle. Captain Koenig (Helmut Dantine), the young German commandant of the occupying garrison, whose fanatic determination to do everything by the book and spoutings about the invincibility of the Reich hides a growing fear of a local uprising."
1489187,You Drive Me Crazy,"Alisa moves into a spacious apartment in St. Petersburg, where the mirror starts to malfunction, showing the young lodger a parallel reality of the same apartment. Only it is not Alisa who lives in this parallel reality, but the party animal Ivan. Will the young people be able to recognize true love and will they be able to unite their worlds in order to meet in reality and simply touch each other?"
1469354,Border Hunters,"After his police officer brother is killed by a drug dealer who flees to the protection of his cartel-connected uncle in Mexico, an American man with a diverse law enforcement/military background goes south of the border to get revenge"
975784,Gokutsubushi,"The original is a manga work by Shigeru Tsuchiyama serialized in the magazine ""Leed Comic"". The director is Takeshi Watanabe of ""Kyouju Luger P08"", the script is Masaya Ishikawa, and the shooting is Naoaki Imaizumi. A hard-boiled action by a combination of a former yakuza detective and a gangster who is a police officer. Performers are Kazuya Kimura, Rikiya Yasuoka, and Katsuya Kobayashi.  　Kyotaro Inugami, a detective at the port station, is a former yakuza. The young head of the gangster group Tsuneno-gumi, Choji Hanawa is a police officer. They were two people glaring at each other, but there are two people, Assistant Commissioner Masaru Sasaki and Shiro Sasaki ..."
111570,It's in the Bag!,The ringmaster of a flea circus inherits a fortune...if he can find which chair it's hidden in.
604079,The Long Walk,"In a dystopian 1970s America, fifty teenage boys take part in a deadly annual walking contest, forced to maintain a minimum pace or be executed, until only one survivor remains."
98,Gladiator,"After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences."
1100988,28 Years Later,"Twenty-eight years after the Rage virus outbreak, a heavily-defended island survives connected to the mainland by a single causeway. When one of the group leaves the island into the dark heart of the mainland, he discovers secrets, wonders, and horrors that have mutated not only the infected but other survivors as well."
1669,The Hunt for Red October,"A new technologically-superior Soviet nuclear sub, the Red October, is heading for the U.S. coast under the command of Captain Marko Ramius. The American government thinks Ramius is planning to attack. Lone CIA analyst Jack Ryan has a different idea: he thinks Ramius is planning to defect, but he has only a few hours to find him and prove it - because the entire Russian naval and air commands are trying to find Ramius, too. The hunt is on!"
297762,Wonder Woman,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.
431572,JoJo's Bizarre Adventure: Diamond Is Unbreakable – Chapter 1,"Morioh, 1999—a normally quiet and peaceful town has recently become a hotbed of strange activity. Jōtarō Kūjō, now a marine biologist, heads to the mysterious town to meet Jōsuke Higashikata. While the two may seem like strangers at first, Jōsuke is actually the illegitimate child of Jōtarō's grandfather, Joseph Joestar. When they meet, Jōtarō realizes that he may have more in common with Jōsuke than just a blood relation. Along with the mild-mannered Kōichi Hirose and the boisterous Okuyasu Nijimura, the group dedicates themselves to investigating recent disappearances and other suspicious occurrences within Morioh. Aided by the power of Stands, the four men will encounter danger at every street corner, as it is up to them to unravel the town's secrets, before another occurs."
1043197,Dust Bunny,"Ten-year-old Aurora asks her hitman neighbor to kill the monster under her bed that she claims ate her family. To protect her, he must battle an onslaught of assassins while accepting that some monsters are real."
68718,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner."
11087,The Hand That Rocks the Cradle,"A suburban family chooses seemingly sweet Peyton Flanders as their newborn's nanny. Only much later does the infant's mother, Claire Bartel, realize Peyton's true intentions -- to destroy Claire and replace her in the family. The nail-biting suspense builds quickly in this chilling psychological thriller about deception and bitter revenge."
1456349,It Was Just an Accident,An unassuming mechanic is reminded of his time in an Iranian prison when he encounters a man he suspects to be his sadistic jailhouse captor.
132263,The Ghost Goes West,"Donald Glourie shares his crumbling ancestral home with the ghost of his Highland ancestor, Murdoch, who has been condemned to haunt the castle until he avenges a 200-year-old insult from a rival clan. To clear his mounting debts, Donald sells the dilapidated pile to an American businessman, Mr Martin, who has the castle complete with the Glourie ghost transported and rebuilt in Florida. While old-world gentility rubs up comically against 20th-century materialism, Martin's daughter takes a liking to both Donald and Murdoch, convinced they are one and the same man..."
1252309,Tell Me What You Want,"After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration. However, Eric fears his secret may end their affair."
75958,So Sweet... So Perverse,An industrialist's affair with a troubled woman entangles him in a dangerous situation with her abusive boyfriend. His glamorous life spirals into unexpected peril.
8681,Taken,"Bryan Mills, a former government operative, is trying to reconnect with his teenage daughter Kim. After reluctantly agreeing with his ex-wife to let Kim go to Paris on vacation with a friend, his worst nightmare comes true. While on the phone with his daughter shortly after she arrives in Paris, she and her friend are abducted by a gang of human traffickers. Working against the clock, Bryan relies on his extensive training and skills to track down the ruthless gang that abducted her and launch a one-man war to rescue his daughter."
1480382,The Voice of Hind Rajab,"January 29, 2024. Red Crescent volunteers receive an emergency call. A five-year old girl is trapped in a car under fire in Gaza, pleading for rescue. While trying to keep her on the line, they do everything they can to get an ambulance to her. Her name was Hind Rajab."
1266990,Kulong,"Three friends retreat to a resort to collaborate on a daring screenplay for a contest. Faced with the challenge of writing about passion despite their own dry spells, their journey soon blurs the line between imagination and experience."
234382,Assault and Peppered,Daffy Duck and Speedy Gonzales wage war on each other.
10295,Miami Supercops,"In 1978, $20 million was stolen from a Detroit bank. One of the robbers was caught, one was found dead, and the third disappeared. The money was never found. Seven years later, the robber who was caught was released from jail. He immediately went to Miami, only to be found dead the next day. Now FBI agents Doug Bennet and Steve Forest have been called in to investigate the case while posing as Miami police officers. Somewhere in Miami the third robber is hiding with his $20 million, and he has a seven-year head start on the authorities."
16640,Pirates of the Great Salt Lake,"Kirk Redgrave and Flint Weaver met only three weeks ago. But that hasn't stopped them from becoming the greatest pirates the Great Salt Lake has ever known. Still, pirate life isn't all that it's cracked up to be. For Kirk, it's a life of failure. For Flint, one without reward. That is until they stumble across a long lost treasure map that has the power to not only fulfill their wildest pirate dreams but curse them as well"
125990,The Hunt for the Unicorn Killer,"An account of early 1970s social activist Ira Einhorn, who allegedly murdered his girlfriend and then fled the country."
652,Troy,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnon to help him get her back. Agamemnon sees this as an opportunity for power. They set off with 1,000 ships holding 50,000 Greeks to Troy."
9779,The Sisterhood of the Traveling Pants,"Four best friends (Tibby, Lena, Carmen &amp; Bridget) who buy a mysterious pair of pants that fits each of them, despite their differing sizes, and makes whoever wears them feel fabulous. When faced with the prospect of spending their first summer apart, the pals decide they'll swap the pants so that each girl in turn can enjoy the magic."
670,Oldboy,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate man seeks revenge on his captors."
341741,Don't Speak,"A group of friends are having a party on a boat. In the distance, a small town watches them in silence. Suddenly, one of them is seriously injured and the group approach the village for help. No one attends, the few inhabitants they find order them to be quiet and disappear into the darkness. The group split for help and strange and terrifying things start to happen, some of them are killed in terrible circumstances. Those who still live, increasingly terrified, discover the reason for all these murders. If they want to leave the village alive and the house where they are locked, they will have to survive in absolute silence."
1259102,Eternity,"In an afterlife where souls have one week to decide where to spend eternity, Joan is faced with the impossible choice between the man she spent her life with and her first love, who died young and has waited decades for her to arrive."
135940,Terror at London Bridge,"London Bridge, London, England, 1888: Jack the Ripper dies in the Thames river. London Bridge, Lake Havasu, Arizona, 1985: the last original stone used to rebuild London Bridge is laid and all the city is happy...but then some strange murders start happening. Policeman Don Gregory has some suspects, but when he develops a theory that Jack the Ripper has been resurrected, no one believes him."
96203,Ferry Cross the Mersey,"Gerry and Fred Marsden, Les McGuire, and Les ""Chad"" Chadwick portray themselves in a romp through the early-1960s Liverpool Beat Scene. Art students by day and musicians by night, the boys' big break comes by winning a local talent contest. But first, they must retrieve their instruments, which have been mistakenly carried to the airport."
429617,Spider-Man: Far From Home,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent."
425,Ice Age,"Manny the mammoth, Sid the loquacious sloth, and Diego the sabre-toothed tiger go on a comical quest to return a human baby back to his father, across a world on the brink of an ice age."
1253000,Deathstalker,"A powerful swordsman known as Deathstalker recovers a cursed amulet from a corpse-strewn battlefield. Marked by dark magic and hunted by monstrous assassins, he must face the rising evil and break the curse."
467905,How to Make a Killing,"Disowned at birth by his obscenely wealthy family, blue-collar Becket Redfellow will stop at nothing to reclaim his inheritance, no matter how many relatives stand in his way."
1330395,The White House Effect,Exploring the dramatic origin story of the climate crisis and how a political battle in the George H.W. Bush administration changed the course of history.
535356,Elisa & Marcela,"The film tells the true story of Elisa Sánchez Loriga and Marcela Gracia Ibeas, two women in 1901 Spain who fell deeply in love. To overcome societal and legal barriers to their relationship, Elisa assumes a male identity, enabling the pair to marry in secret. Their daring act makes them the first recorded same-sex couple to marry in Spain, but their love is tested as they face relentless persecution and sacrifice."
1370424,He's Watching You,"The film transports us to the sleepy town of Page Hollow, where a string of gruesome murders shatters the quiet community. Shortly after the first killings, outcast high school photographer Cameron discovers a collection of mysterious VHS tapes that may contain cryptic clues to the murders. His discovery launches him into a harrowing race against time, down a path of terrifying revelations - where the killer may be closer than he ever imagined."
49026,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy."
11259,Far and Away,"In director Ron Howard’s period epic, a young free-spirited Irish woman from an affluent Protestant family spontaneously befriends a street-smart commoner gypped by her family’s hostile land takeovers before the two escape together to America for a new life during the 19th century Oklahoma land rush."
375834,"It's Called 'Murder', Baby","In 1940s Los Angeles, private investigator Nick Popodopolis, is hired by actress Dixie Ray, to find her blackmailer.  Edited R version of adult film, Dixie Ray Hollywood Star."
177572,Big Hero 6,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes."
1021635,Za reipu: Niku-kei,"This unique work depicts in a thrilling way the fear of being isolated in a locked room in the urban jungle, through a man's abnormal sexual urges and a woman who is his target."
866398,The Beekeeper,One man's campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as Beekeepers.
431572,JoJo's Bizarre Adventure: Diamond Is Unbreakable – Chapter 1,"Morioh, 1999—a normally quiet and peaceful town has recently become a hotbed of strange activity. Jōtarō Kūjō, now a marine biologist, heads to the mysterious town to meet Jōsuke Higashikata. While the two may seem like strangers at first, Jōsuke is actually the illegitimate child of Jōtarō's grandfather, Joseph Joestar. When they meet, Jōtarō realizes that he may have more in common with Jōsuke than just a blood relation. Along with the mild-mannered Kōichi Hirose and the boisterous Okuyasu Nijimura, the group dedicates themselves to investigating recent disappearances and other suspicious occurrences within Morioh. Aided by the power of Stands, the four men will encounter danger at every street corner, as it is up to them to unravel the town's secrets, before another occurs."
447365,Guardians of the Galaxy Vol. 3,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them."
1053811,The Case for Atheism,"Todd Friel, host of Wretched Radio debated Mr. Barker to resolve the question, 'Does God Exist?' In this DVD, not only will you witness the debate, but you will also learn:  How does someone go from being a Jesus lover to a Jesus hater?  How to witness to an intellectual without being intimidated.  How to defend your Christian faith when confronted with atheist arguments.  You do NOT need to know every apologetic argument. You do NOT need to know everything about evolution. You do NOT need to know everything about religious history. But you do need to know how to wield the two weapons that God has provided us. After watching this DVD, you will know how to use this artillery so you can witness to ANYONE. And most important, you will never be responsible for creating another bitter backslider like Dan Barker."
562,Die Hard,"NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her office's Christmas Party, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down."
30112,Lost in Beijing,"A look at modern-day life in China's capital centered on a ménage-a-quatre involving a young woman, her boss, her husband and her boss's wife."
12444,Harry Potter and the Deathly Hallows: Part 1,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever."
50028,Saving Grace B. Jones,In a 1950s-era Missouri town the life of a couple is thrown into chaos when the husband's sister is released from the local asylum and comes to live with the family.
77338,The Intouchables,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.
49026,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy."
528949,The Photographer of Mauthausen,"Spanish photographer Francesc Boix, imprisoned in the Mauthausen-Gusen concentration camp, works in the SS Photographic Service. Between 1943 and 1945, he hides, with the help of other prisoners, thousands of negatives, with the purpose of showing the freed world the atrocities committed by the Nazis, exhaustively documented. He will be a key witness during the Nuremberg Trials."
387848,Buddy's Mom,"20-year-old Kyeong-soo is a man who's full of assumptions. He learned about sex from Internet porn, but nothing about the real thing. He's only had crushes and has never even kissed before. He got embarrassed when he confessed his feelings to Ji-yeon, his crush. He comforted himself from the shame with Japanese girls in his room with his right hand. One day, he has a fight with his father and remembers his friend Baek-hyeon had invited him over to Gangwon-do. There he falls in love with his friends' mother."
1197137,Black Phone 2,"Four years after defeating The Grabber, Finney Blake is struggling with life after captivity. When his younger sister Gwen begins receiving calls in her dreams from the Black Phone and seeing disturbing visions of three boys being stalked at a winter camp, the siblings become determined to solve the mystery and confront a killer who has grown more powerful in death and more significant to them than either could imagine."
221152,The Pied Piper of Hamlin,"A grandfather relates to his two grandchildren, the story of the township of Hamlin which was plagued with rats. In their moment of desperation, a stranger, a Pied Piper, appears with a promise to rid the town of rats forever in exchange for 200 gold bars. The Piper fulfils his promise by playing magical music which attracts all the rats as he led them to the river to drown. When the townspeople fail to keep their promise and pay him only 1 gold bar, he vows revenge - and delivers... The moral of the story - Always keep your promise - always pay the piper."
1241742,EKS,"Three compelling stories in one erotic experience. Yen Durano plays three different women in three titillating stories. In a collaboration of three directors: Roman Perez, Jr., Sigrid Polon, and Omar Deroca."
14161,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world."
138843,The Conjuring,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives."
105825,Erotic Ghost Story III,"A wanderer meets a monk with magical powers and becomes entranced by a mural of exquisite dancing women. He enters the painting, unaware of the conspiracy behind it, and must rescue the women who are trapped within."
212241,Half-Fare Hare,"Bugs Bunny boards the Chattanooga Choo Choo and finds Ralph Kramden and Ed Norton, from ""The Honeymooners"" TV show. Ralph and Ed are starving, and when they set eyes on Bugs, they yell, ""It's foooooood!"""
161,Ocean's Eleven,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess."
1147411,"Miraculous World: Tokyo, Stellar Force","Kagami drags Marinette to Tokyo to help the Stellars defeat a new supervillain, but Marinette soon realizes her friend has another, untold reason for this trip to Japan."
152601,Her,"In the not so distant future, Theodore, a lonely writer, purchases a newly developed operating system designed to meet the user's every need. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all."
48492,Detective Dee and the Mystery of the Phantom Flame,"When the future empress Wu Zetian's two courtiers die in a mysterious fire, she gets Di Renjie, a former detective and rebel, released from prison to solve the mystery of the fire."
